Ensembl_Gene_ID	Chromosome_Name	Gene_Start_bp	Gene_End_bp	HGNC_ID	HGNC_symbol
ENSG00000199411	9	137094345	137094430		
ENSG00000230796	7	57650381	57651119		
ENSG00000170185	4	143184917	143223830	HGNC:20067	USP38
ENSG00000201302	9	127448501	127448630	HGNC:10222	SNORA65
ENSG00000251018	5	163483065	163494058	HGNC:49149	HMMR-AS1
ENSG00000146433	6	158536436	158635428	HGNC:20958	TMEM181
ENSG00000233872	2	74618856	74620979		
ENSG00000255156	22	20475203	20475311	HGNC:41481	RNYP1
ENSG00000254254	8	56445807	56552067		
ENSG00000277503	2	13839140	13839246		
ENSG00000178896	8	144078626	144080647	HGNC:18189	EXOSC4
ENSG00000202229	14	23156309	23156414	HGNC:48101	RNU6-1138P
ENSG00000273957	5	100388853	100389938		
ENSG00000241652	4	173141643	173141938	HGNC:46269	RN7SL253P
ENSG00000119203	2	9423568	9473101	HGNC:2326	CPSF3
ENSG00000265451	2	121530422	121532705		
ENSG00000171496	9	122567548	122568477	HGNC:15110	OR1L8
ENSG00000265671	18	894435	907680		
ENSG00000257940	12	87816486	87817831		
ENSG00000206737	1	143729407	143729570	HGNC:37496	RNVU1-18
ENSG00000161996	16	649311	667833	HGNC:26960	WDR90
ENSG00000261542	8	63215981	63218034		
ENSG00000252254	1	8328067	8328179		
ENSG00000206813	22	41747312	41747413		
ENSG00000251260	4	84803258	84810391	HGNC:40935	WDFY3-AS1
ENSG00000268355	19	41531206	41532174		
ENSG00000254208	8	85177522	85178150		
ENSG00000267244	19	1822089	1824542		
ENSG00000230183	15	56005715	56007176	HGNC:32355	CNOT6LP1
ENSG00000253139	8	56536758	56540497		
ENSG00000213790	22	42107765	42108953	HGNC:45274	OLA1P1
ENSG00000206722	4	139256657	139256760	HGNC:48037	RNU6-1074P
ENSG00000274638	CHR_HSCHR19LRC_LRC_I_CTG3_1	54970903	55006759		
ENSG00000248995	12	64920845	64982524		
ENSG00000207699	19	53739333	53739419	HGNC:32123	MIR518A2
ENSG00000275943	19	45377222	45377322		
ENSG00000237639	7	57650521	57650854		
ENSG00000105467	19	48364395	48376376	HGNC:11502	SYNGR4
ENSG00000267344	17	45396932	45397477		
ENSG00000213309	6	63615827	63616361	HGNC:36954	RPL9P18
ENSG00000109794	4	186104419	186172667	HGNC:24527	FAM149A
ENSG00000252900	Y	4174985	4175090	HGNC:47266	RNU6-303P
ENSG00000067221	15	73978923	73994622	HGNC:14560	STOML1
ENSG00000099942	22	20917426	20953749	HGNC:2363	CRKL
ENSG00000274128	15	83962176	83962583		
ENSG00000255083	11	57018100	57018886	HGNC:15250	OR5AK1P
ENSG00000226142	22	49213911	49214247	HGNC:36158	RPL35P8
ENSG00000223564	2	94759259	94760279	HGNC:39951	CYP4F32P
ENSG00000212036	5	14910558	14910640		
ENSG00000254688	11	12822435	12823667		
ENSG00000257078	12	7041156	7041641		
ENSG00000008086	X	18425583	18653629	HGNC:11411	CDKL5
ENSG00000112183	6	17281346	17293875	HGNC:21539	RBM24
ENSG00000141499	17	7686071	7703502	HGNC:25522	WRAP53
ENSG00000212382	16	27863251	27863356	HGNC:47122	RNU6-159P
ENSG00000262603	CHR_HSCHR17_1_CTG4	41409741	41432374		
ENSG00000255693	12	64883394	64977522		
ENSG00000228734	1	63249920	63251771		
ENSG00000203258	11	12921186	12922925		
ENSG00000275869	KI270728.1	933862	936467		
ENSG00000265679	13	42172990	42173087		
ENSG00000275145	CHR_HSCHR4_6_CTG12	189944796	189967179		
ENSG00000272201	12	6978521	6979941		
ENSG00000176834	12	118063593	118136026	HGNC:26078	VSIG10
ENSG00000201511	3	101647421	101647522		
ENSG00000270071	21	16291791	16308133		
ENSG00000278726	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54850439	54867235	HGNC:6339	KIR3DL2
ENSG00000198618	21	18857779	18858276	HGNC:17236	PPIAP22
ENSG00000276272	12	56411944	56413190		
ENSG00000266020	2	170916209	170916294		
ENSG00000174915	11	448268	491399	HGNC:15463	PTDSS2
ENSG00000272082	4	104490876	104490954		
ENSG00000276238	CHR_HSCHR14_1_CTG1	91604402	91605319		
ENSG00000230203	22	26422071	26423193		
ENSG00000276363	CHR_HSCHR19LRC_LRC_J_CTG3_1	54040833	54063953		
ENSG00000277277	21	7769793	7770548		
ENSG00000100412	22	41469125	41528989	HGNC:118	ACO2
ENSG00000180769	4	84966385	85011277	HGNC:21603	WDFY3-AS2
ENSG00000234814	10	30671566	30717266	HGNC:44959	SVILP1
ENSG00000276060	CHR_HSCHR14_3_CTG1	106847856	106848081		
ENSG00000111707	12	118376380	118418031	HGNC:29545	SUDS3
ENSG00000272858	22	28814914	28815662		
ENSG00000276038	15	21324433	21324518		
ENSG00000185015	8	85220587	85284073	HGNC:14914	CA13
ENSG00000275610	10	133680369	133681637		
ENSG00000273649	CHR_HSCHR16_1_CTG1	15312469	15312552	HGNC:38325	MIR3179-2
ENSG00000224256	22	28835893	28836137		
ENSG00000266179	17	19600860	19601345		
ENSG00000249330	4	46390255	46433188		
ENSG00000277403	CHR_HSCHR6_MHC_MANN_CTG1	29063961	29076488		
ENSG00000275191	16	53628256	53628816		
ENSG00000217160	6	153665707	153666390		
ENSG00000226774	X	23351013	23351450		
ENSG00000266340	17	30978610	30980250		
ENSG00000210049	MT	577	647	HGNC:7481	MT-TF
ENSG00000225819	2	130515997	130526691		
ENSG00000180772	X	116170722	116174972	HGNC:338	AGTR2
ENSG00000072133	X	84058346	84187925	HGNC:10435	RPS6KA6
ENSG00000274471	15	23309607	23313276	HGNC:4870	HERC2P2
ENSG00000211459	MT	648	1601	HGNC:7470	MT-RNR1
ENSG00000259832	1	46967679	46967874	HGNC:39980	CYP4A26P
ENSG00000125954	14	64914485	65061803	HGNC:42960	CHURC1-FNTB
ENSG00000131368	3	15042460	15065335	HGNC:14511	MRPS25
ENSG00000224137	2	207662375	207667024		
ENSG00000260300	16	83908132	83951445		
ENSG00000101200	20	3082556	3084724	HGNC:894	AVP
ENSG00000210077	MT	1602	1670	HGNC:7500	MT-TV
ENSG00000122824	X	51332231	51337525	HGNC:17621	NUDT10
ENSG00000276249	CHR_HSCHR3_6_CTG3	195781436	195783295		
ENSG00000232661	7	117560733	117564676		
ENSG00000099795	19	14566078	14572062	HGNC:7702	NDUFB7
ENSG00000210082	MT	1671	3229	HGNC:7471	MT-RNR2
ENSG00000276884	1	63548977	63549112		
ENSG00000092200	14	21287939	21351301	HGNC:13436	RPGRIP1
ENSG00000209082	MT	3230	3304	HGNC:7490	MT-TL1
ENSG00000237974	7	117487737	117487929		
ENSG00000213082	2	207681590	207682033	HGNC:16329	PPP1R14BP2
ENSG00000249787	5	100401441	100408899		
ENSG00000264324	2	74211604	74363377		
ENSG00000230509	CHR_HSCHR6_MHC_DBB_CTG1	30341669	30341803	HGNC:19406	HLA-N
ENSG00000276289	21	7816675	7829926		
ENSG00000239316	6	89478141	89478433	HGNC:46027	RN7SL11P
ENSG00000111859	6	11183298	11382348	HGNC:7733	NEDD9
ENSG00000069869	15	55826922	55993746	HGNC:7727	NEDD4
ENSG00000269119	19	41829692	41830938	HGNC:48782	HNRNPA1P52
ENSG00000198888	MT	3307	4262	HGNC:7455	MT-ND1
ENSG00000238724	11	114527129	114527232		
ENSG00000108798	17	49210227	49223225	HGNC:29859	ABI3
ENSG00000197019	19	40421592	40426025	HGNC:17932	SERTAD1
ENSG00000057757	1	23778405	23788232	HGNC:25022	PITHD1
ENSG00000158411	2	99161427	99181058	HGNC:25207	MITD1
ENSG00000210100	MT	4263	4331	HGNC:7488	MT-TI
ENSG00000172954	2	30447226	30644225	HGNC:26756	LCLAT1
ENSG00000116120	2	222570536	222656337	HGNC:17800	FARSB
ENSG00000234676	9	26955780	26956295	HGNC:49806	IFT74-AS1
ENSG00000137872	15	47184101	47774223	HGNC:16770	SEMA6D
ENSG00000210107	MT	4329	4400	HGNC:7495	MT-TQ
ENSG00000073803	3	185282941	185489097	HGNC:6852	MAP3K13
ENSG00000101337	20	32109506	32167258	HGNC:30797	TM9SF4
ENSG00000210112	MT	4402	4469	HGNC:7492	MT-TM
ENSG00000236279	7	139523856	139544984	HGNC:21969	CLEC2L
ENSG00000276452	CHR_HSCHR19LRC_PGF2_CTG3_1	54388712	54389685	HGNC:26275	PODNL1
ENSG00000276452	CHR_HSCHR19LRC_PGF2_CTG3_1	54388712	54389685	HGNC:6605	LILRB1
ENSG00000105289	19	3708109	3750813	HGNC:11829	TJP3
ENSG00000277042	CHR_HSCHR17_7_CTG4	35934521	35943699		
ENSG00000255628	12	34149839	34162238		
ENSG00000255219	11	122295190	122308019		
ENSG00000198763	MT	4470	5511	HGNC:7456	MT-ND2
ENSG00000117593	1	173824503	173858546	HGNC:25538	DARS2
ENSG00000271710	10	74641410	74641776		
ENSG00000210117	MT	5512	5579	HGNC:7501	MT-TW
ENSG00000188782	1	26190561	26202968	HGNC:23220	CATSPER4
ENSG00000219547	6	80374015	80374569	HGNC:36844	RPL17P25
ENSG00000258881	2	70939318	70995336		
ENSG00000065328	10	13161554	13211104	HGNC:18043	MCM10
ENSG00000210127	MT	5587	5655	HGNC:7475	MT-TA
ENSG00000132153	3	47802909	47850195	HGNC:16716	DHX30
ENSG00000124641	6	41905354	41921139	HGNC:16840	MED20
ENSG00000210135	MT	5657	5729	HGNC:7493	MT-TN
ENSG00000261526	19	1874871	1876169		
ENSG00000215094	6	149951833	149952239		
ENSG00000232973	2	38075648	38181855	HGNC:28543	CYP1B1-AS1
ENSG00000210140	MT	5761	5826	HGNC:7477	MT-TC
ENSG00000124067	16	67943474	67969601	HGNC:10913	SLC12A4
ENSG00000103150	16	83899126	83927026	HGNC:7150	MLYCD
ENSG00000211934	14	105986582	105987083	HGNC:5550	IGHV1-2
ENSG00000210144	MT	5826	5891	HGNC:7502	MT-TY
ENSG00000236925	CHR_HSCHR6_MHC_DBB_CTG1	31562695	31564662	HGNC:6711	LTB
ENSG00000113597	5	65624716	65666233	HGNC:25828	TRAPPC13
ENSG00000278480	1	15226373	15227549		
ENSG00000189144	19	37735833	37817300	HGNC:26420	ZNF573
ENSG00000250012	3	126084220	126095349		
ENSG00000275353	CHR_HSCHR19KIR_ABC08_A1_HAP_CTG3_1	54832684	54848599	HGNC:6336	KIR2DS4
ENSG00000213140	14	105672308	105673314	HGNC:3323	ELK2AP
ENSG00000271153	2	242175181	242175634		
ENSG00000232119	X	120594010	120621074	HGNC:23357	MCTS1
ENSG00000278211	CHR_HSCHR15_3_CTG8	44736402	44767861		
ENSG00000198804	MT	5904	7445	HGNC:7419	MT-CO1
ENSG00000253462	14	106309417	106309666	HGNC:5698	IGHVIII-26-1
ENSG00000079313	19	1815246	1848463	HGNC:24616	REXO1
ENSG00000244462	20	35648925	35664956	HGNC:9898	RBM12
ENSG00000164303	4	184088706	184221230	HGNC:23409	ENPP6
ENSG00000210151	MT	7446	7514	HGNC:7497	MT-TS1
ENSG00000140798	16	48082973	48156018	HGNC:14640	ABCC12
ENSG00000200309	12	49132853	49132947		
ENSG00000184058	22	19756703	19783593	HGNC:11592	TBX1
ENSG00000206965	2	174557966	174558072	HGNC:34249	RNU6-5P
ENSG00000210154	MT	7518	7585	HGNC:7478	MT-TD
ENSG00000232265	1	148162710	148186630		
ENSG00000258179	12	87820654	87820918		
ENSG00000227017	7	30176387	30179014		
ENSG00000253763	14	106055549	106055998	HGNC:5613	IGHV3-6
ENSG00000275820	17	18340814	18340886	HGNC:50183	MIR6778
ENSG00000243276	3	118004819	118557668		
ENSG00000259241	15	51693216	51695765		
ENSG00000274137	CHR_HSCHR8_8_CTG1	2044992	2145206		
ENSG00000274693	4	3069977	3070151		
ENSG00000165322	10	31805404	31928876	HGNC:16348	ARHGAP12
ENSG00000132661	20	23350736	23354777	HGNC:15913	NXT1
ENSG00000237522	2	60936819	60938049	HGNC:42032	NONOP2
ENSG00000198712	MT	7586	8269	HGNC:7421	MT-CO2
ENSG00000227673	1	155710098	155710563		
ENSG00000146722	7	75391955	75395434		
ENSG00000223162	9	27198287	27198401	HGNC:43180	RNA5SP280
ENSG00000278699	CHR_HSCHR15_1_CTG1	21409001	21440412		
ENSG00000253588	14	106478220	106478393	HGNC:5700	IGHVIII-44
ENSG00000228400	2	124016858	124025173		
ENSG00000259254	15	40642933	40646857		
ENSG00000210156	MT	8295	8364	HGNC:7489	MT-TK
ENSG00000278270	CHR_HSCHR19_4_CTG3_1	54201357	54249609	HGNC:10442	RPS9
ENSG00000233752	2	36299388	36299830		
ENSG00000206718	2	155330421	155330527	HGNC:47509	RNU6-546P
ENSG00000188738	2	185738628	185833290	HGNC:21675	FSIP2
ENSG00000177910	9	88129458	88138446	HGNC:24508	SPATA31C2
ENSG00000251497	12	123081384	123084744		
ENSG00000133519	22	23390606	23402726	HGNC:26461	ZDHHC8P1
ENSG00000229578	13	62003525	62029548	HGNC:42678	LINC00358
ENSG00000202245	10	122345690	122345793	HGNC:47691	RNU6-728P
ENSG00000261368	10	50964270	50965220		
ENSG00000253750	8	64554236	64554475		
ENSG00000228253	MT	8366	8572	HGNC:7415	MT-ATP8
ENSG00000262040	CHR_HSCHR17_1_CTG4	41413837	41419100		
ENSG00000204179	10	46911396	47002488	HGNC:23422	PTPN20A
ENSG00000170365	4	145481194	145558079	HGNC:6767	SMAD1
ENSG00000133740	8	85177225	85217158	HGNC:3119	E2F5
ENSG00000269035	19	17436611	17460804		
ENSG00000173275	X	135344796	135363152	HGNC:21039	ZNF449
ENSG00000237476	22	20957092	20964679		
ENSG00000277453	19	40426115	40426702		
ENSG00000270437	2	63083008	63087322		
ENSG00000243641	9	36002909	36003867	HGNC:15102	OR13C7P
ENSG00000198899	MT	8527	9207	HGNC:7414	MT-ATP6
ENSG00000127663	19	4969113	5153595	HGNC:29136	KDM4B
ENSG00000238446	10	71844735	71844794	HGNC:34134	RNU7-38P
ENSG00000186710	12	113149858	113159276	HGNC:37100	CCDC42B
ENSG00000275479	17	80149627	80149798		
ENSG00000276679	KI270741.1	121285	121368		
ENSG00000235561	CHR_HSCHR6_MHC_DBB_CTG1	30349532	30350165	HGNC:31336	HCG19P
ENSG00000198938	MT	9207	9990	HGNC:7422	MT-CO3
ENSG00000159259	21	36385378	36419015	HGNC:1911	CHAF1B
ENSG00000252250	2	69334600	69334692		
ENSG00000119559	19	1461143	1479556	HGNC:26711	C19orf25
ENSG00000021574	2	32063611	32157637	HGNC:11233	SPAST
ENSG00000210164	MT	9991	10058	HGNC:7486	MT-TG
ENSG00000278229	CHR_HSCHR15_5_CTG8	82615848	82619631		
ENSG00000183054	2	110513812	110577185	HGNC:32419	RGPD6
ENSG00000130226	7	153887097	154894285	HGNC:3010	DPP6
ENSG00000225535	7	115078958	115126314	HGNC:50669	LINC01393
ENSG00000172081	19	2071038	2096673	HGNC:29802	MOB3A
ENSG00000183128	10	103472804	103479240	HGNC:23458	CALHM3
ENSG00000198840	MT	10059	10404	HGNC:7458	MT-ND3
ENSG00000274288	CHR_HSCHR16_1_CTG1	15172727	15172793	HGNC:50150	MIR6511A2
ENSG00000248837	4	22997551	23056862		
ENSG00000210174	MT	10405	10469	HGNC:7496	MT-TR
ENSG00000130305	7	73302517	73308867	HGNC:16385	NSUN5
ENSG00000265610	22	45976878	45976954		
ENSG00000236646	1	62038842	62039111	HGNC:31854	LAMTOR5P1
ENSG00000234832	20	23346941	23351486		
ENSG00000263397	19	35345513	35345627	HGNC:43542	MIR5196
ENSG00000260131	13	20181531	20181942	HGNC:43700	LINC00556
ENSG00000212907	MT	10470	10766	HGNC:7460	MT-ND4L
ENSG00000271024	3	90261414	90261708	HGNC:49338	HSPE1P19
ENSG00000231558	CHR_HSCHR6_MHC_MANN_CTG1	33157934	33163367	HGNC:4936	HLA-DOA
ENSG00000278739	16	17052	17119	HGNC:50039	MIR6859-1
ENSG00000278739	16	17052	17119	HGNC:49954	MIR6859-2
ENSG00000213592	11	57718044	57718530		
ENSG00000265840	17	28749731	28750079		
ENSG00000183760	19	39083913	39111493		
ENSG00000260001	19	7916145	7919097	HGNC:44152	TGFBR3L
ENSG00000228825	13	36922539	36922908	HGNC:39726	LAMTOR3P1
ENSG00000230136	CHR_HSCHR6_MHC_MANN_CTG1	29181492	29182427	HGNC:8262	OR2J4P
ENSG00000232473	CHR_HSCHR6_MHC_DBB_CTG1	30353364	30354532	HGNC:21633	UBQLN1P1
ENSG00000271978	6	5031756	5054423		
ENSG00000198886	MT	10760	12137	HGNC:7459	MT-ND4
ENSG00000135363	11	33858576	33892289	HGNC:6642	LMO2
ENSG00000264465	16	24438988	24439087		
ENSG00000258202	12	30454919	30492302		
ENSG00000210176	MT	12138	12206	HGNC:7487	MT-TH
ENSG00000230485	22	19630750	19633574		
ENSG00000234303	13	99726247	99727491	HGNC:39893	CLYBL-AS1
ENSG00000149115	11	57299638	57324952	HGNC:19081	TNKS1BP1
ENSG00000235194	14	23295643	23302848	HGNC:14943	PPP1R3E
ENSG00000210184	MT	12207	12265	HGNC:7498	MT-TS2
ENSG00000266230	13	19930804	19930891		
ENSG00000165115	9	83836698	83921465	HGNC:18632	KIF27
ENSG00000278558	22	18527802	18530573	HGNC:33600	TMEM191B
ENSG00000210191	MT	12266	12336	HGNC:7491	MT-TL2
ENSG00000229869	10	933026	942743		
ENSG00000166068	15	38252326	38357249	HGNC:20249	SPRED1
ENSG00000230661	10	70485336	70486325	HGNC:45094	YY1P1
ENSG00000081842	5	140827958	141012344	HGNC:8672	PCDHA6
ENSG00000198786	MT	12337	14148	HGNC:7461	MT-ND5
ENSG00000259375	15	85579046	85580178		
ENSG00000213221	9	136359480	136363789	HGNC:33879	DNLZ
ENSG00000258942	14	51344914	51385603		
ENSG00000230211	CHR_HSCHR6_MHC_COX_CTG1	31515566	31516145	HGNC:21663	RPL15P4
ENSG00000182158	7	137874979	138002067	HGNC:23720	CREB3L2
ENSG00000198695	MT	14149	14673	HGNC:7462	MT-ND6
ENSG00000227139	1	147697794	147699335		
ENSG00000213594	2	38285410	38286410	HGNC:37777	GAPDHP25
ENSG00000273300	22	19454179	19454605		
ENSG00000259453	15	85701109	85702771		
ENSG00000277060	CHR_HSCHR19LRC_PGF1_CTG3_1	54894717	54929555		
ENSG00000109171	4	48341322	48426212	HGNC:29282	SLAIN2
ENSG00000210194	MT	14674	14742	HGNC:7479	MT-TE
ENSG00000229072	3	40699066	40699338	HGNC:39389	HMGN2P24
ENSG00000278239	19	41833686	41835950		
ENSG00000232876	6	135055033	135060550		
ENSG00000122406	1	92832025	92841924	HGNC:10360	RPL5
ENSG00000127054	1	1311585	1324691	HGNC:26052	CPSF3L
ENSG00000185065	22	19447893	19450105		
ENSG00000250812	4	55219344	55219973		
ENSG00000259630	15	85415228	85415633		
ENSG00000111863	6	11712054	11807046	HGNC:21214	ADTRP
ENSG00000150459	13	21140514	21149084	HGNC:10530	SAP18
ENSG00000083937	3	87227271	87255548	HGNC:24537	CHMP2B
ENSG00000229871	1	56207567	56208456		
ENSG00000265474	17	28745569	28747652		
ENSG00000198727	MT	14747	15887	HGNC:7427	MT-CYB
ENSG00000121297	19	31274945	31349547	HGNC:30700	TSHZ3
ENSG00000196305	9	92210207	92293716	HGNC:5330	IARS
ENSG00000258479	14	51333393	51365557	HGNC:44291	LINC00640
ENSG00000210195	MT	15888	15953	HGNC:7499	MT-TT
ENSG00000218991	6	132698783	132699667	HGNC:39177	CCNG1P1
ENSG00000263022	CHR_HSCHR17_1_CTG4	41428078	41431848	HGNC:6455	KRT37
ENSG00000119862	2	64453969	64461381	HGNC:25012	LGALSL
ENSG00000260524	7	99872168	99872258	HGNC:42412	CYP3A52P
ENSG00000210196	MT	15956	16023	HGNC:7494	MT-TP
ENSG00000275074	8	22106872	22109419	HGNC:26194	NUDT18
ENSG00000104147	15	41309268	41332621	HGNC:20300	OIP5
ENSG00000137842	15	43123279	43185146	HGNC:26269	TMEM62
ENSG00000241186	3	46574555	46626543	HGNC:11701	TDGF1
ENSG00000135749	1	232983435	233295713	HGNC:8736	PCNXL2
ENSG00000234735	22	43092167	43092524		
ENSG00000271118	8	23805933	23806154		
ENSG00000182405	15	34102073	34108684	HGNC:19401	PGBD4
ENSG00000242852	19	12461184	12513854	HGNC:20629	ZNF709
ENSG00000085465	1	111414314	111427777	HGNC:8524	OVGP1
ENSG00000181481	17	30968785	30999911	HGNC:21158	RNF135
ENSG00000264490	20	62575590	62577507		
ENSG00000274658	17	36450146	36457535		
ENSG00000250719	1	46175486	46176478		
ENSG00000170542	6	2887266	2903280	HGNC:8955	SERPINB9
ENSG00000249419	4	162022733	162047567		
ENSG00000236629	CHR_HSCHR6_MHC_DBB_CTG1	32685134	32685966	HGNC:31342	MTCO3P1
ENSG00000259051	14	43300263	43300595	HGNC:19931	HNRNPUP1
ENSG00000198671	12	65017468	65019806		
ENSG00000276906	CHR_HSCHR19LRC_PGF2_CTG3_1	54396006	54401717		
ENSG00000267226	18	58670009	58671877		
ENSG00000242073	7	75474707	75486108		
ENSG00000232756	7	77990384	77995171		
ENSG00000256812	16	55566672	55567687	HGNC:16371	CAPNS2
ENSG00000182798	X	16167481	16171464	HGNC:17418	MAGEB17
ENSG00000265107	1	147756199	147773362	HGNC:19354	SIN3B
ENSG00000265107	1	147756199	147773362	HGNC:4279	GJA5
ENSG00000253491	14	106342724	106342955	HGNC:5676	IGHVII-30-1
ENSG00000231591	CHR_HSCHR6_MHC_MANN_CTG1	32997846	33000255	HGNC:39758	PSMB8-AS1
ENSG00000227659	13	99690081	99690971	HGNC:39894	CLYBL-AS2
ENSG00000275601	15	43642389	43643023		
ENSG00000241317	10	79504073	79506281		
ENSG00000235105	1	48435967	48437223		
ENSG00000187546	7	15200318	15562015	HGNC:33784	AGMO
ENSG00000278477	13	34262863	34263090		
ENSG00000234267	13	96947637	96948927	HGNC:39262	TULP3P1
ENSG00000224986	1	48325080	48326123	HGNC:9297	PPP1R8P1
ENSG00000232378	13	36926438	36927219	HGNC:36842	RPL29P28
ENSG00000225787	2	85102389	85102694	HGNC:44348	LSM3P3
ENSG00000205882	8	11993174	11996312	HGNC:32399	DEFB134
ENSG00000269979	9	122324608	122325315		
ENSG00000235085	17	4675379	4696831		
ENSG00000211935	14	106005095	106005574	HGNC:5552	IGHV1-3
ENSG00000249568	4	161378953	161388417		
ENSG00000226977	13	95809310	95809607	HGNC:39368	HMGN1P24
ENSG00000213190	1	151057758	151068497	HGNC:16997	MLLT11
ENSG00000232251	CHR_HSCHR6_MHC_DBB_CTG1	30931715	30944934	HGNC:21666	DPCR1
ENSG00000278372	CHR_HSCHR17_7_CTG4	36496128	36535829		
ENSG00000230142	13	62212577	62249947	HGNC:49118	LINC01075
ENSG00000188984	1	12716115	12728759	HGNC:32037	AADACL3
ENSG00000100197	22	42126499	42130906	HGNC:2625	CYP2D6
ENSG00000234062	X	136909395	137021630		
ENSG00000187079	11	12674591	12944483	HGNC:11714	TEAD1
ENSG00000183784	9	212824	215741	HGNC:26436	C9orf66
ENSG00000188394	9	123034527	123035696	HGNC:4476	GPR21
ENSG00000124766	6	21592769	21598619	HGNC:11200	SOX4
ENSG00000259925	16	19343647	19401693		
ENSG00000259737	15	36438972	36471016		
ENSG00000104267	8	85463852	85481493	HGNC:1373	CA2
ENSG00000275751	CHR_HSCHR19KIR_FH06_A_HAP_CTG3_1	54786398	54798220	HGNC:16343	KIR3DP1
ENSG00000137161	6	42929192	42939287	HGNC:11968	CNPY3
ENSG00000159708	16	67326798	67385203	HGNC:25615	LRRC36
ENSG00000230667	1	92074533	92075441	HGNC:42937	SETSIP
ENSG00000138050	2	39736060	39779267	HGNC:14890	THUMPD2
ENSG00000122194	6	160702238	160753315	HGNC:9071	PLG
ENSG00000133256	4	625584	670782	HGNC:8786	PDE6B
ENSG00000232504	2	85889280	85890980		
ENSG00000167912	8	59119040	59121346		
ENSG00000261997	16	55538200	55542027		
ENSG00000225832	6	20722328	20723655		
ENSG00000229651	CHR_HSCHR6_MHC_DBB_CTG1	30404972	30409576	HGNC:7092	MICC
ENSG00000235107	CHR_HSCHR6_MHC_MANN_CTG1	33362379	33366606	HGNC:10018	RING1
ENSG00000142082	11	215458	236931	HGNC:14931	SIRT3
ENSG00000173821	17	80260866	80398786	HGNC:14539	RNF213
ENSG00000237307	X	136976417	136985705	HGNC:38164	SRRM1P3
ENSG00000233848	6	20756103	20800694		
ENSG00000135298	6	68635367	69389511	HGNC:945	BAI3
ENSG00000276194	CHR_HSCHR17_7_CTG4	37690968	37749629		
ENSG00000234574	CHR_HSCHR6_MHC_MCF_CTG1	30265236	30267045	HGNC:18240	PAIP1P1
ENSG00000277800	CHR_HSCHRX_2_CTG12	80027033	80044046		
ENSG00000272329	13	96948018	96949584		
ENSG00000232379	X	136947748	136948133		
ENSG00000257365	14	64986720	65062652	HGNC:3785	FNTB
ENSG00000233593	1	90782986	90851650		
ENSG00000026751	1	160739057	160754821	HGNC:21394	SLAMF7
ENSG00000258948	14	38727275	38728481	HGNC:20281	KRT8P1
ENSG00000228349	21	39491544	39491898	HGNC:23775	RPS26P4
ENSG00000148297	9	133338323	133348131	HGNC:11477	MED22
ENSG00000252268	16	35751828	35751935	HGNC:43317	RNA5SP417
ENSG00000273776	16	3485381	3485469	HGNC:50099	MIR6126
ENSG00000082212	18	50879049	50954257	HGNC:6984	ME2
ENSG00000275142	20	19871891	19872284		
ENSG00000259296	15	51707995	51715220		
ENSG00000155428	7	72959485	72969466	HGNC:17453	TRIM74
ENSG00000273749	15	22867052	22981063	HGNC:13759	CYFIP1
ENSG00000274183	X	154884972	154885558	HGNC:22516	H2AFB1
ENSG00000207608	14	100882965	100883075	HGNC:31509	MIR127
ENSG00000201821	13	21038529	21038667	HGNC:42507	RNU4-9P
ENSG00000203772	10	133420666	133424572	HGNC:16871	SPRN
ENSG00000237038	8	7971661	7973253	HGNC:37181	USP17L8
ENSG00000226962	7	115136475	115137220	HGNC:42006	RAC1P6
